파일명,원래분류명(한글),변환된분류명(영어),소분류1,확률1(%),소분류2,확률2(%),소분류3,확률3(%)
미술관_예술의전당 한가람미술관_165.jpg,미술관,Art gallery,gallery,95.84,museum,91.72,theater,88.77
미술관_오산시립미술관_708.jpg,미술관,Art gallery,gallery,95.84,museum,91.72,theater,88.77
미술관_오산시립미술관_710.jpg,미술관,Art gallery,gallery,95.84,museum,91.72,theater,88.77
미술관_우현문갤러리_1161.jpg,미술관,Art gallery,gallery,95.84,museum,91.72,theater,88.77
미술관_우현문갤러리_1162.jpg,미술관,Art gallery,gallery,95.84,museum,91.72,theater,88.77
미술관_우현문갤러리_1163.jpg,미술관,Art gallery,gallery,95.84,museum,91.72,theater,88.77
미술관_유리섬_686.jpg,미술관,Art gallery,gallery,95.84,museum,91.72,theater,88.77
미술관_유리섬_687.jpg,미술관,Art gallery,gallery,95.84,museum,91.72,theater,88.77
미술관_유리섬_688.jpg,미술관,Art gallery,gallery,95.84,museum,91.72,theater,88.77
미술관_전원미술관_1173.jpg,미술관,Art gallery,gallery,95.84,museum,91.72,theater,88.77
미술관_전원미술관_1174.jpg,미술관,Art gallery,gallery,95.84,museum,91.72,theater,88.77
미술관_전원미술관_1175.jpg,미술관,Art gallery,gallery,95.84,museum,91.72,theater,88.77
미술관_정서진아트큐브_1155.jpg,미술관,Art gallery,gallery,95.84,museum,91.72,theater,88.77
미술관_정서진아트큐브_1156.jpg,미술관,Art gallery,gallery,95.84,museum,91.72,theater,88.77
미술관_참살이미술관_1146.jpg,미술관,Art gallery,gallery,95.84,museum,91.72,theater,88.77
미술관_참살이미술관_1147.jpg,미술관,Art gallery,gallery,95.84,museum,91.72,theater,88.77
미술관_참살이미술관_1148.jpg,미술관,Art gallery,gallery,95.84,museum,91.72,theater,88.77
미술관_채플갤러리_1137.jpg,미술관,Art gallery,gallery,95.84,museum,91.72,theater,88.77
미술관_채플갤러리_1138.jpg,미술관,Art gallery,gallery,95.84,museum,91.72,theater,88.77
미술관_채플갤러리_1139.jpg,미술관,Art gallery,gallery,95.84,museum,91.72,theater,88.77
미술관_포레리움_704.jpg,미술관,Art gallery,gallery,95.84,museum,91.72,theater,88.77
미술관_한두뼘12갤러리_1176.jpg,미술관,Art gallery,gallery,95.84,museum,91.72,theater,88.77
미술관_한새갤러리_1646.jpg,미술관,Art gallery,gallery,95.84,museum,91.72,theater,88.77
미술관_호암미술관_668.jpg,미술관,Art gallery,gallery,95.84,museum,91.72,theater,88.77
미술관_호암미술관_669.jpg,미술관,Art gallery,gallery,95.84,museum,91.72,theater,88.77
미술관_호암미술관_670.jpg,미술관,Art gallery,gallery,95.84,museum,91.72,theater,88.77
박물관_강화역사박물관_1190.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_강화역사박물관_1191.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_강화자연사박물관_1199.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_강화자연사박물관_1200.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_강화전쟁박물관_1210.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_강화전쟁박물관_1212.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_검단선사박물관_1207.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_검단선사박물관_1208.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_검단선사박물관_1209.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_경기도어린이박물관_723.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_경기도어린이박물관_724.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_경기도어린이박물관_725.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_경기북부어린이박물관_747.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_경기북부어린이박물관_748.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_경기북부어린이박물관_749.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_계양산성박물관_1213.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_계양산성박물관_1214.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_고양어린이박물관_730.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_고양어린이박물관_731.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_국립고궁박물관_208.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_국립고궁박물관_209.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_국립농업박물관_741.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_국립농업박물관_742.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_국립농업박물관_743.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_국립민속박물관 본관_206.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_국립세계문자박물관_1192.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_국립세계문자박물관_1193.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_국립세계문자박물관_1194.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_국립인천해양박물관_1186.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_국립인천해양박물관_1188.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_국립중앙박물관_199.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_국립중앙박물관_201.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_국립항공박물관_223.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_국립항공박물관_224.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_국립해양박물관_1668.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_국립해양박물관_1669.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_국립해양박물관_1670.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_대한민국역사박물관_202.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_대한민국역사박물관_204.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_부산영화체험박물관_1662.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_부산영화체험박물관_1663.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_부산영화체험박물관_1664.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_부산장난감박물관_1656.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_부산커피박물관_1672.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_부산커피박물관_1673.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_부평역사박물관_1180.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_부평역사박물관_1181.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_삼성화재 모빌리티뮤지엄_714.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_서대문자연사박물관_214.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_서대문자연사박물관_216.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_서소문성지역사박물관_211.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_서소문성지역사박물관_212.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_서울공예박물관_235.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_서울공예박물관_236.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_서울공예박물관_237.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_서울생활사박물관_226.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_서울생활사박물관_227.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_서울생활사박물관_228.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_서울역사박물관_197.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_서울역사박물관_198.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_송파책박물관_239.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_송파책박물관_240.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_수원광교박물관_751.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_수원박물관_753.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_수원박물관_754.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_수원박물관_755.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_수원화성박물관_733.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_수원화성박물관_734.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_여주곤충박물관_744.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_영종역사관_1204.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_영종역사관_1206.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_인천광역시립박물관_1177.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_인천광역시립박물관_1178.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_인천광역시립박물관_1179.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_인천어린이박물관_1216.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_인천어린이박물관_1217.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_인천어린이박물관_1218.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_전곡선사박물관_738.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_전곡선사박물관_739.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_전곡선사박물관_740.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_증권박물관 부산관_1676.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_짜장면박물관_1195.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_짜장면박물관_1197.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_철도박물관_717.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_철도박물관_718.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_철도박물관_719.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_청계천박물관_232.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_청계천박물관_234.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_한국근대문학관_1219.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_한국근현대사박물관_737.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_한국만화박물관_713.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_한국은행 화폐박물관_217.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_한국은행 화폐박물관_218.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_한국은행 화폐박물관_219.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_한국이민사박물관_1202.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_한국이민사박물관_1203.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_한성백제박물관_220.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_한성백제박물관_221.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_허준박물관_229.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_허준박물관_230.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
박물관_허준박물관_231.jpg,박물관,Museum,museum,100.0,gallery,91.47,theater,89.39
봉수대_황령산 봉수대_1677.jpg,봉수대,Beacon tower,tower,92.18,temple,83.02,harbor,81.42
봉수대_황령산 봉수대_1678.jpg,봉수대,Beacon tower,tower,92.18,temple,83.02,harbor,81.42
봉수대_황령산 봉수대_1679.jpg,봉수대,Beacon tower,tower,92.18,temple,83.02,harbor,81.42
뷔페_서울신라호텔 더 파크뷰_34.jpg,뷔페,Buffet,bar,87.66,market,87.6,gallery,86.46
뷔페_서울신라호텔 더 파크뷰_35.jpg,뷔페,Buffet,bar,87.66,market,87.6,gallery,86.46
뷔페_서울신라호텔 더 파크뷰_36.jpg,뷔페,Buffet,bar,87.66,market,87.6,gallery,86.46
브런치빈_브런치빈 삼산점_1034.jpg,브런치빈,Brunch Spot,restaurant,89.32,market,87.36,bar,87.14
브런치빈_브런치빈 송파점_13.jpg,브런치빈,Brunch Spot,restaurant,89.32,market,87.36,bar,87.14
"사당,제단_오랑대_1689.jpg","사당,제단",Altar,bar,86.02,temple,85.98,stadium,84.69
"사당,제단_종묘_250.jpg","사당,제단",Altar,bar,86.02,temple,85.98,stadium,84.69
"사당,제단_종묘_251.jpg","사당,제단",Altar,bar,86.02,temple,85.98,stadium,84.69
"사당,제단_종묘_252.jpg","사당,제단",Altar,bar,86.02,temple,85.98,stadium,84.69
"사당,제단_참성단_1256.jpg","사당,제단",Altar,bar,86.02,temple,85.98,stadium,84.69
"사당,제단_참성단_1257.jpg","사당,제단",Altar,bar,86.02,temple,85.98,stadium,84.69
"사당,제단_참성단_1258.jpg","사당,제단",Altar,bar,86.02,temple,85.98,stadium,84.69
"산성,성곽_금정산성 동문_1686.jpg","산성,성곽",Fortress,stadium,87.92,tower,87.86,forest,87.63
"산성,성곽_금정산성 동문_1687.jpg","산성,성곽",Fortress,stadium,87.92,tower,87.86,forest,87.63
"산성,성곽_금정산성 동문_1688.jpg","산성,성곽",Fortress,stadium,87.92,tower,87.86,forest,87.63
"산성,성곽_남한산성_761.jpg","산성,성곽",Fortress,stadium,87.92,tower,87.86,forest,87.63
"산성,성곽_남한산성_762.jpg","산성,성곽",Fortress,stadium,87.92,tower,87.86,forest,87.63
"산성,성곽_남한산성_763.jpg","산성,성곽",Fortress,stadium,87.92,tower,87.86,forest,87.63
"산성,성곽_부산진성_1707.jpg","산성,성곽",Fortress,stadium,87.92,tower,87.86,forest,87.63
"산성,성곽_부산진성_1708.jpg","산성,성곽",Fortress,stadium,87.92,tower,87.86,forest,87.63
"산성,성곽_부산진성_1709.jpg","산성,성곽",Fortress,stadium,87.92,tower,87.86,forest,87.63
"산성,성곽_분오리돈대_1244.jpg","산성,성곽",Fortress,stadium,87.92,tower,87.86,forest,87.63
"산성,성곽_분오리돈대_1246.jpg","산성,성곽",Fortress,stadium,87.92,tower,87.86,forest,87.63
"산성,성곽_수원화성_756.jpg","산성,성곽",Fortress,stadium,87.92,tower,87.86,forest,87.63
"산성,성곽_수원화성_758.jpg","산성,성곽",Fortress,stadium,87.92,tower,87.86,forest,87.63
"산성,성곽_연천호로고루_779.jpg","산성,성곽",Fortress,stadium,87.92,tower,87.86,forest,87.63
"산성,성곽_초지진_1229.jpg","산성,성곽",Fortress,stadium,87.92,tower,87.86,forest,87.63
"산성,성곽_행주산성_764.jpg","산성,성곽",Fortress,stadium,87.92,tower,87.86,forest,87.63
"산성,성곽_행주산성_765.jpg","산성,성곽",Fortress,stadium,87.92,tower,87.86,forest,87.63
"산성,성곽_행주산성_766.jpg","산성,성곽",Fortress,stadium,87.92,tower,87.86,forest,87.63
삼겹살_골목고깃집_902.jpg,삼겹살,Pork belly,bakery,82.18,bar,82.13,market,81.62
삼겹살_골목식당_890.jpg,삼겹살,Pork belly,bakery,82.18,bar,82.13,market,81.62
삼겹살_골목식당_891.jpg,삼겹살,Pork belly,bakery,82.18,bar,82.13,market,81.62
삼겹살_골목식당_892.jpg,삼겹살,Pork belly,bakery,82.18,bar,82.13,market,81.62
"생태보존,서식지_을숙도생태공원 호수형습지_1603.jpg","생태보존,서식지",Habitat Conservation,zoo,86.38,trail,85.54,forest,85.4
"수목원,식물원_국립수목원_594.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_국립수목원_595.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_금강식물원_1577.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_금강식물원_1578.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_금강식물원_1579.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_남산야외식물원_97.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_남산야외식물원_98.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_대구수목원_1965.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_더그림_596.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_더그림_597.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_더그림_598.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_도당근린공원 백만송이장미원_617.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_도당근린공원 백만송이장미원_618.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_도당근린공원 백만송이장미원_619.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_물향기수목원_590.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_물향기수목원_591.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_물향기수목원_592.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_바다향기수목원_606.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_바다향기수목원_607.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_벽초지수목원_587.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_벽초지수목원_589.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_부산시수목전시원_1582.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_부산어린이식물원_1592.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_부산어린이식물원_1593.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_부산어린이식물원_1594.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_부산화명수목원_1568.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_부산화명수목원_1569.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_부산화명수목원_1570.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_북한산식물원_113.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_북한산식물원_114.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_사바나농장_115.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_사바나농장_116.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_사바나농장_117.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_서경하늘수목원_1601.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_서울식물원_88.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_서울어린이대공원 식물원_106.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_서울어린이대공원 식물원_107.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_서울어린이대공원 식물원_108.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_석모도수목원_1101.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_석모도수목원_1102.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_석모도수목원_1103.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_선유도공원 시간의정원_104.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_선유도공원 온실_124.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_세미원_578.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_세미원_579.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_세미원_580.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_신구대학교식물원_608.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_신구대학교식물원_610.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_아차산어울림정원 자생식물원_121.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_아차산어울림정원 자생식물원_122.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_아침고요수목원_585.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_아침고요수목원_586.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_아홉산숲_1572.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_아홉산숲_1573.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_영흥수목원_612.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_영흥수목원_613.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_인천나비공원 수생식물원_1098.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_인천나비공원 수생식물원_1099.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_인천수목원_1090.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_인천수목원_1091.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_인천환경공단 청라생태공원 온실_1104.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_인천환경공단 청라생태공원 온실_1105.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_장산산림욕장_1591.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_창경궁 대온실_94.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_창경궁 대온실_95.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_창경궁 대온실_96.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_푸른수목원_91.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_푸른수목원_92.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_푸른수목원_93.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_한택식물원_602.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_한택식물원_603.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_한택식물원_604.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_해운대수목원_1574.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_해운대수목원_1576.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_화담숲_583.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
"수목원,식물원_황학산수목원_620.jpg","수목원,식물원",Botanical garden,garden,92.85,park,86.5,forest,85.97
순대_골목순대국_390.jpg,순대,Sundae,gallery,84.33,bar,83.95,park,83.24
순대_골목순대국_391.jpg,순대,Sundae,gallery,84.33,bar,83.95,park,83.24
순대_골목순대국_392.jpg,순대,Sundae,gallery,84.33,bar,83.95,park,83.24
술집_숨은골목_388.jpg,술집,Pub,bar,92.76,theater,89.54,restaurant,89.37
시장_가락시장_336.jpg,시장,Market,market,100.0,street,91.07,festival,89.61
시장_가락시장_337.jpg,시장,Market,market,100.0,street,91.07,festival,89.61
시장_가락시장_338.jpg,시장,Market,market,100.0,street,91.07,festival,89.61
시장_강남시장_1337.jpg,시장,Market,market,100.0,street,91.07,festival,89.61
시장_강화풍물시장_1328.jpg,시장,Market,market,100.0,street,91.07,festival,89.61
시장_경동시장_333.jpg,시장,Market,market,100.0,street,91.07,festival,89.61
시장_경동시장_334.jpg,시장,Market,market,100.0,street,91.07,festival,89.61
시장_계양산전통시장_1334.jpg,시장,Market,market,100.0,street,91.07,festival,89.61
시장_계양산전통시장_1335.jpg,시장,Market,market,100.0,street,91.07,festival,89.61
시장_계양산전통시장_1336.jpg,시장,Market,market,100.0,street,91.07,festival,89.61
시장_광명전통시장_869.jpg,시장,Market,market,100.0,street,91.07,festival,89.61
시장_광장시장_321.jpg,시장,Market,market,100.0,street,91.07,festival,89.61
시장_광장시장_323.jpg,시장,Market,market,100.0,street,91.07,festival,89.61
시장_교동대룡시장_1313.jpg,시장,Market,market,100.0,street,91.07,festival,89.61
시장_교동대룡시장_1314.jpg,시장,Market,market,100.0,street,91.07,festival,89.61
시장_교동대룡시장_1315.jpg,시장,Market,market,100.0,street,91.07,festival,89.61
시장_구리전통시장_851.jpg,시장,Market,market,100.0,street,91.07,festival,89.61
시장_구리전통시장_853.jpg,시장,Market,market,100.0,street,91.07,festival,89.61
시장_구포시장_1774.jpg,시장,Market,market,100.0,street,91.07,festival,89.61
시장_구포시장_1775.jpg,시장,Market,market,100.0,street,91.07,festival,89.61
시장_국제시장_1764.jpg,시장,Market,market,100.0,street,91.07,festival,89.61
시장_국제시장_1766.jpg,시장,Market,market,100.0,street,91.07,festival,89.61
시장_기장시장_1786.jpg,시장,Market,market,100.0,street,91.07,festival,89.61
시장_기장시장_1787.jpg,시장,Market,market,100.0,street,91.07,festival,89.61
